ＩＤ,年齢,都道府県,性別,結婚,職業,業種,世帯年収,居住形態,子供有無,Q.1_1,Q.1_2,Q.2_1,Q.2_2,Q.2_3,Q.2_4,Q.2_5,Q.2_6
m89789162747,23,兵庫県,女性,未婚,会社員（契約・派遣社員）,商社・卸売り・小売業,200万～300万未満,賃貸（アパート）,なし,1,0,1,1,1,0,0,0
m89788993816,52,東京都,女性,既婚,パート・アルバイト,その他,"1,200万～1,500万未満",賃貸（マンション）,なし,1,0,1,0,0,0,0,0
m89788538140,44,京都府,男性,未婚,会社員(正社員),商社・卸売り・小売業,"1,200万～1,500万未満",持ち家（一戸建て）,なし,1,0,1,0,1,1,0,1
m89788535355,25,愛知県,男性,未婚,会社員(正社員),製造業,"2,000万以上",持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89787830870,41,東京都,男性,未婚,会社員(正社員),その他,100万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89787768190,22,千葉県,男性,未婚,学生,勤めていない,100万未満,賃貸（一戸建て）,なし,0,1,0,0,0,0,0,0
m8970999427,41,北海道,男性,未婚,会社員(正社員),農業・林業・漁業・鉱業,100万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789264970,44,東京都,男性,既婚,会社員(正社員),医療・福祉,500万～600万未満,持ち家（マンション）,あり,1,0,0,0,0,0,1,0
m89788164735,53,岐阜県,男性,既婚,経営者・役員,製造業,"900万～1,000万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89787732651,47,和歌山県,女性,未婚,会社員(正社員),建設業,300万～400万未満,持ち家（一戸建て）,なし,1,0,1,0,0,0,0,0
m8971246940,22,東京都,男性,未婚,学生,勤めていない,300万～400万未満,持ち家（マンション）,なし,1,0,0,0,0,1,0,0
m8970135429,21,岡山県,男性,未婚,学生,勤めていない,700万～800万未満,持ち家（一戸建て）,なし,1,0,1,0,0,0,0,0
m89789143875,27,北海道,女性,未婚,無職,勤めていない,100万～200万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89788787726,22,東京都,女性,未婚,学生,勤めていない,"1,000万～1,200万未満",寮・下宿,なし,1,0,0,0,0,1,0,0
m89788507014,20,茨城県,男性,未婚,学生,勤めていない,100万未満,持ち家（一戸建て）,なし,1,0,0,0,0,0,0,1
m89788467157,45,石川県,女性,既婚,会社員(正社員),製造業,800万～900万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,1
m89787763868,53,愛知県,男性,既婚,会社員(正社員),サービス業,800万～900万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,1,0
m8975067251,50,兵庫県,男性,未婚,無職,勤めていない,100万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8974711673,47,香川県,女性,未婚,会社員(正社員),医療・福祉,300万～400万未満,賃貸（一戸建て）,なし,1,0,1,0,0,0,0,0
m8970749633,28,岡山県,女性,既婚,パート・アルバイト,サービス業,600万～700万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789501493,26,東京都,女性,既婚,会社員(正社員),教育業,700万～800万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89788350143,58,大阪府,男性,既婚,自営業,その他,500万～600万未満,賃貸（マンション）,なし,1,0,0,1,1,0,0,0
m89788123148,59,北海道,男性,既婚,会社員(正社員),サービス業,400万～500万未満,その他,あり,1,0,0,1,0,0,0,0
m8970952988,54,神奈川県,男性,既婚,会社員(正社員),製造業,800万～900万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,1
m89788389285,38,愛知県,女性,既婚,パート・アルバイト,サービス業,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788364804,25,宮城県,女性,未婚,会社員(正社員),医療・福祉,600万～700万未満,持ち家（マンション）,なし,1,0,1,0,0,0,0,0
m89788173098,19,愛知県,男性,未婚,学生,勤めていない,500万～600万未満,その他,なし,0,1,0,0,0,0,0,0
m89787897743,48,京都府,女性,既婚,パート・アルバイト,非営利団体,800万～900万未満,持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m89787770400,50,千葉県,女性,既婚,パート・アルバイト,サービス業,600万～700万未満,持ち家（マンション）,あり,1,0,0,0,1,0,0,0
m89787720505,31,富山県,女性,既婚,医師・医療関係者,医療・福祉,700万～800万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m8932668860,54,東京都,男性,未婚,会社員(正社員),サービス業,600万～700万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8971330118,39,千葉県,女性,未婚,会社員(正社員),運送・輸送業,200万～300万未満,寮・下宿,なし,1,0,0,0,0,1,0,0
m89789265547,31,新潟県,女性,既婚,パート・アルバイト,建設業,600万～700万未満,賃貸（アパート）,あり,1,0,0,0,1,0,0,0
m89788965505,45,東京都,男性,既婚,会社員(正社員),製造業,"900万～1,000万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788703210,40,兵庫県,男性,未婚,自営業,サービス業,800万～900万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8971175198,53,岩手県,女性,既婚,専業主婦,勤めていない,800万～900万未満,持ち家（一戸建て）,あり,1,0,1,1,1,1,1,0
m8970561452,37,兵庫県,男性,既婚,会社員(正社員),製造業,200万～300万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8970226710,32,新潟県,女性,未婚,パート・アルバイト,その他,100万未満,持ち家（一戸建て）,あり,1,0,0,0,1,1,0,1
m89789510102,17,千葉県,女性,未婚,学生,勤めていない,100万未満,持ち家（一戸建て）,なし,1,0,0,0,0,0,0,1
m89789002037,34,新潟県,女性,未婚,パート・アルバイト,製造業,100万～200万未満,賃貸（アパート）,あり,1,0,0,0,0,1,0,0
m89788542651,49,神奈川県,女性,未婚,会社員(正社員),電気・ガス・水道業,200万～300万未満,賃貸（マンション）,あり,1,0,0,0,0,1,0,0
m89787943026,51,大阪府,男性,既婚,会社員(正社員),商社・卸売り・小売業,800万～900万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8974482321,36,山梨県,女性,未婚,会社員(正社員),金融・証券・保険業,"900万～1,000万未満",持ち家（一戸建て）,なし,1,0,0,0,0,1,0,0
m8971416816,48,東京都,女性,未婚,会社員(正社員),商社・卸売り・小売業,200万～300万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m89789252166,28,大阪府,女性,未婚,会社員(正社員),サービス業,300万～400万未満,持ち家（マンション）,なし,1,0,1,0,0,1,0,0
m89788609123,44,千葉県,男性,既婚,会社員(正社員),商社・卸売り・小売業,800万～900万未満,持ち家（一戸建て）,なし,1,0,1,1,0,0,0,0
m89788168310,21,岩手県,女性,未婚,専業主婦,勤めていない,700万～800万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m8971261671,33,茨城県,男性,未婚,会社員(正社員),製造業,500万～600万未満,賃貸（アパート）,なし,1,0,1,0,0,0,0,0
m8971118664,54,大阪府,女性,未婚,会社員(正社員),建設業,500万～600万未満,賃貸（アパート）,あり,1,0,0,0,1,0,0,0
m89788092685,16,茨城県,女性,未婚,学生,勤めていない,500万～600万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89788044350,49,東京都,男性,既婚,公務員（教職員を除く）,その他,"1,000万～1,200万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8971272972,60,岐阜県,男性,未婚,会社員(正社員),製造業,300万～400万未満,賃貸（アパート）,あり,1,0,0,1,0,0,0,0
m8971029236,23,神奈川県,男性,未婚,学生,勤めていない,100万未満,賃貸（アパート）,なし,1,0,0,0,0,1,0,0
m8975998027,86,千葉県,男性,既婚,無職,勤めていない,500万～600万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788876457,24,埼玉県,女性,未婚,会社員(正社員),教育業,200万～300万未満,賃貸（アパート）,なし,1,0,0,0,0,1,0,0
m89788589885,27,三重県,女性,既婚,パート・アルバイト,製造業,400万～500万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m8975856522,64,東京都,男性,既婚,自営業,サービス業,400万～500万未満,持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m8971106606,26,千葉県,女性,未婚,学生,勤めていない,400万～500万未満,持ち家（一戸建て）,なし,1,0,1,0,0,1,0,0
m8970843670,36,埼玉県,男性,未婚,会社員(正社員),製造業,400万～500万未満,賃貸（一戸建て）,なし,1,0,0,0,0,1,1,0
m8970233381,21,大阪府,女性,未婚,学生,勤めていない,100万未満,持ち家（一戸建て）,なし,1,0,0,1,0,0,0,0
m89787962648,48,岡山県,男性,未婚,会社員(正社員),建設業,400万～500万未満,持ち家（一戸建て）,なし,1,0,1,1,1,0,0,1
m89787759371,48,埼玉県,女性,既婚,会社員(正社員),医療・福祉,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89787736510,41,東京都,男性,未婚,その他,その他,100万未満,その他,なし,0,1,0,0,0,0,0,0
m8935877669,46,兵庫県,男性,既婚,自営業,不動産業,700万～800万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8970478513,31,京都府,女性,既婚,パート・アルバイト,商社・卸売り・小売業,300万～400万未満,賃貸（アパート）,なし,1,0,1,0,1,0,0,0
m89788748821,28,福島県,女性,未婚,会社員(正社員),商社・卸売り・小売業,200万～300万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89788483017,34,東京都,女性,既婚,会社員(正社員),建設業,"1,200万～1,500万未満",賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m89788413923,54,大阪府,男性,既婚,会社員(正社員),建設業,"1,000万～1,200万未満",持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m8974716373,30,愛知県,女性,未婚,パート・アルバイト,その他,100万～200万未満,賃貸（マンション）,なし,1,0,0,0,0,1,0,0
m8972183109,40,福岡県,女性,既婚,専業主婦,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m8971345206,26,大阪府,男性,未婚,会社員(正社員),医療・福祉,"900万～1,000万未満",持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8971077976,20,大阪府,女性,未婚,学生,勤めていない,200万～300万未満,持ち家（一戸建て）,なし,1,0,0,0,0,0,0,1
m8970820011,51,宮城県,男性,既婚,会社員(正社員),建設業,500万～600万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8970476713,29,山梨県,女性,未婚,会社員(正社員),医療・福祉,200万～300万未満,賃貸（アパート）,あり,0,1,0,0,0,0,0,0
m89788885915,33,大阪府,男性,既婚,会社員(正社員),運送・輸送業,200万～300万未満,持ち家（一戸建て）,あり,1,0,0,1,0,0,0,0
m89788405086,22,和歌山県,女性,未婚,パート・アルバイト,サービス業,100万～200万未満,持ち家（一戸建て）,なし,1,0,0,0,1,0,0,0
m89787873036,42,秋田県,女性,既婚,会社員(正社員),製造業,600万～700万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8971425391,70,千葉県,男性,既婚,会社員（契約・派遣社員）,運送・輸送業,800万～900万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8970564417,36,福岡県,女性,既婚,パート・アルバイト,その他,200万～300万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89789727441,35,東京都,男性,未婚,会社員(正社員),サービス業,500万～600万未満,持ち家（マンション）,なし,1,0,1,1,0,0,0,0
m8971644532,62,静岡県,男性,未婚,医師・医療関係者,医療・福祉,"1,200万～1,500万未満",持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8971010253,34,静岡県,男性,既婚,会社員(正社員),情報通信業,500万～600万未満,持ち家（一戸建て）,なし,1,0,1,1,0,1,1,0
m89789450155,39,鳥取県,女性,既婚,専業主婦,勤めていない,200万～300万未満,賃貸（アパート）,あり,0,1,0,0,0,0,0,0
m89789372447,19,大阪府,男性,未婚,学生,勤めていない,500万～600万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89788836856,54,三重県,男性,既婚,会社員(正社員),サービス業,400万～500万未満,その他,あり,1,0,1,0,1,0,1,0
m89788015771,66,大阪府,女性,既婚,パート・アルバイト,商社・卸売り・小売業,300万～400万未満,持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m89787957897,35,大阪府,男性,未婚,自由業,その他,"1,000万～1,200万未満",持ち家（一戸建て）,なし,1,0,0,0,0,0,0,1
m8976473764,54,東京都,男性,未婚,会社員(正社員),サービス業,600万～700万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8970562565,23,大阪府,女性,未婚,会社員(正社員),製造業,600万～700万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89789743961,43,滋賀県,女性,既婚,会社員(正社員),金融・証券・保険業,"1,000万～1,200万未満",持ち家（一戸建て）,あり,1,0,1,1,0,0,0,0
m89788444661,27,新潟県,女性,未婚,会社員(正社員),製造業,100万～200万未満,持ち家（一戸建て）,なし,1,0,0,0,0,0,0,1
m89788342951,48,愛知県,男性,既婚,会社員(正社員),商社・卸売り・小売業,800万～900万未満,持ち家（マンション）,あり,1,0,0,1,0,0,0,0
m89787846101,53,京都府,男性,未婚,自営業,農業・林業・漁業・鉱業,700万～800万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89787712793,40,京都府,女性,既婚,パート・アルバイト,教育業,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8976526120,49,愛知県,男性,未婚,無職,勤めていない,100万未満,持ち家（マンション）,なし,0,1,0,0,0,0,0,0
m8975781,74,大阪府,男性,既婚,無職,勤めていない,200万～300万未満,持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m8971294889,59,神奈川県,男性,既婚,会社員(正社員),製造業,"1,000万～1,200万未満",持ち家（一戸建て）,あり,1,0,0,0,0,0,0,1
m8970659033,52,千葉県,男性,既婚,会社員(正社員),情報通信業,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789471832,38,茨城県,男性,未婚,会社員(正社員),サービス業,100万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89788594410,37,埼玉県,女性,未婚,パート・アルバイト,商社・卸売り・小売業,100万～200万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8982961484,23,北海道,男性,未婚,パート・アルバイト,その他,100万～200万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m8970456652,39,岐阜県,男性,未婚,会社員(正社員),製造業,500万～600万未満,持ち家（一戸建て）,なし,1,0,1,1,0,0,0,1
m89788689281,35,埼玉県,女性,既婚,会社員(正社員),医療・福祉,600万～700万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m89788324454,46,石川県,男性,既婚,自営業,非営利団体,400万～500万未満,持ち家（一戸建て）,あり,1,0,0,1,0,0,0,0
m89788166211,48,香川県,男性,既婚,会社員(正社員),商社・卸売り・小売業,800万～900万未満,持ち家（一戸建て）,あり,1,0,0,1,0,0,0,0
m89788091807,42,鳥取県,女性,未婚,自営業,サービス業,200万～300万未満,賃貸（マンション）,あり,1,0,1,0,0,0,0,0
m89787951423,47,長野県,男性,既婚,会社員(正社員),商社・卸売り・小売業,400万～500万未満,持ち家（一戸建て）,あり,1,0,0,0,0,0,1,0
m89787720213,55,神奈川県,男性,既婚,無職,勤めていない,400万～500万未満,持ち家（マンション）,あり,1,0,0,1,0,0,0,1
m8971657982,18,東京都,女性,未婚,学生,勤めていない,500万～600万未満,賃貸（マンション）,なし,1,0,0,1,0,0,0,0
